id,name,slug,generation,region,type,type2,tier,assigned_move,assigned_move_type,assignment_reason,sfx_file,sfx_bytes,source_move_file
639,Terrakion,terrakion,5,Unova,rock,fighting,4,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-5-unova/0639_terrakion__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
640,Virizion,virizion,5,Unova,grass,fighting,4,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-5-unova/0640_virizion__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
641,Tornadus,tornadus,5,Unova,flying,,4,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-5-unova/0641_tornadus__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
642,Thundurus,thundurus,5,Unova,electric,flying,4,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-5-unova/0642_thundurus__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
643,Reshiram,reshiram,5,Unova,dragon,fire,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0643_reshiram__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
644,Zekrom,zekrom,5,Unova,dragon,electric,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0644_zekrom__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
645,Landorus,landorus,5,Unova,ground,flying,4,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-5-unova/0645_landorus__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
646,Kyurem,kyurem,5,Unova,dragon,ice,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-5-unova/0646_kyurem__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
647,Keldeo,keldeo,5,Unova,water,fighting,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-5-unova/0647_keldeo__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
648,Meloetta,meloetta,5,Unova,normal,psychic,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-5-unova/0648_meloetta__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
649,Genesect,genesect,5,Unova,bug,steel,4,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-5-unova/0649_genesect__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
650,Chespin,chespin,6,Kalos,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-6-kalos/0650_chespin__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
651,Quilladin,quilladin,6,Kalos,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-6-kalos/0651_quilladin__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
652,Chesnaught,chesnaught,6,Kalos,grass,fighting,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-6-kalos/0652_chesnaught__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
653,Fennekin,fennekin,6,Kalos,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0653_fennekin__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
654,Braixen,braixen,6,Kalos,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0654_braixen__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
655,Delphox,delphox,6,Kalos,fire,psychic,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0655_delphox__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
656,Froakie,froakie,6,Kalos,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-6-kalos/0656_froakie__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
657,Frogadier,frogadier,6,Kalos,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-6-kalos/0657_frogadier__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
658,Greninja,greninja,6,Kalos,water,dark,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-6-kalos/0658_greninja__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
659,Bunnelby,bunnelby,6,Kalos,normal,,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-6-kalos/0659_bunnelby__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
660,Diggersby,diggersby,6,Kalos,normal,ground,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-6-kalos/0660_diggersby__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
661,Fletchling,fletchling,6,Kalos,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-6-kalos/0661_fletchling__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
662,Fletchinder,fletchinder,6,Kalos,fire,flying,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0662_fletchinder__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
663,Talonflame,talonflame,6,Kalos,fire,flying,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0663_talonflame__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
664,Scatterbug,scatterbug,6,Kalos,bug,,1,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-6-kalos/0664_scatterbug__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
665,Spewpa,spewpa,6,Kalos,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-6-kalos/0665_spewpa__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
666,Vivillon,vivillon,6,Kalos,bug,flying,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-6-kalos/0666_vivillon__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
667,Litleo,litleo,6,Kalos,fire,normal,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0667_litleo__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
668,Pyroar,pyroar,6,Kalos,fire,normal,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0668_pyroar__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
669,Flabebe,flabebe,6,Kalos,fairy,,1,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0669_flabebe__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
670,Floette,floette,6,Kalos,fairy,,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0670_floette__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
671,Florges,florges,6,Kalos,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0671_florges__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
672,Skiddo,skiddo,6,Kalos,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-6-kalos/0672_skiddo__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
673,Gogoat,gogoat,6,Kalos,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-6-kalos/0673_gogoat__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
674,Pancham,pancham,6,Kalos,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-6-kalos/0674_pancham__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
675,Pangoro,pangoro,6,Kalos,fighting,dark,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-6-kalos/0675_pangoro__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
676,Furfrou,furfrou,6,Kalos,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-6-kalos/0676_furfrou__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
677,Espurr,espurr,6,Kalos,psychic,,1,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-6-kalos/0677_espurr__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
678,Meowstic,meowstic,6,Kalos,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-6-kalos/0678_meowstic__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
679,Honedge,honedge,6,Kalos,steel,ghost,1,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-6-kalos/0679_honedge__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
680,Doublade,doublade,6,Kalos,steel,ghost,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-6-kalos/0680_doublade__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
681,Aegislash,aegislash,6,Kalos,steel,ghost,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-6-kalos/0681_aegislash__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
682,Spritzee,spritzee,6,Kalos,fairy,,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0682_spritzee__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
683,Aromatisse,aromatisse,6,Kalos,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0683_aromatisse__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
684,Swirlix,swirlix,6,Kalos,fairy,,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0684_swirlix__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
685,Slurpuff,slurpuff,6,Kalos,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0685_slurpuff__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
686,Inkay,inkay,6,Kalos,dark,psychic,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-6-kalos/0686_inkay__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
687,Malamar,malamar,6,Kalos,dark,psychic,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-6-kalos/0687_malamar__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
688,Binacle,binacle,6,Kalos,rock,water,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0688_binacle__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
689,Barbaracle,barbaracle,6,Kalos,rock,water,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0689_barbaracle__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
690,Skrelp,skrelp,6,Kalos,poison,water,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-6-kalos/0690_skrelp__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
691,Dragalge,dragalge,6,Kalos,poison,dragon,3,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-6-kalos/0691_dragalge__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
692,Clauncher,clauncher,6,Kalos,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-6-kalos/0692_clauncher__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
693,Clawitzer,clawitzer,6,Kalos,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-6-kalos/0693_clawitzer__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
694,Helioptile,helioptile,6,Kalos,electric,normal,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-6-kalos/0694_helioptile__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
695,Heliolisk,heliolisk,6,Kalos,electric,normal,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-6-kalos/0695_heliolisk__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
696,Tyrunt,tyrunt,6,Kalos,rock,dragon,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0696_tyrunt__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
697,Tyrantrum,tyrantrum,6,Kalos,rock,dragon,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0697_tyrantrum__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
698,Amaura,amaura,6,Kalos,rock,ice,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0698_amaura__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
699,Aurorus,aurorus,6,Kalos,rock,ice,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0699_aurorus__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
700,Sylveon,sylveon,6,Kalos,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0700_sylveon__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
701,Hawlucha,hawlucha,6,Kalos,fighting,flying,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-6-kalos/0701_hawlucha__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
702,Dedenne,dedenne,6,Kalos,electric,fairy,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-6-kalos/0702_dedenne__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
703,Carbink,carbink,6,Kalos,rock,fairy,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0703_carbink__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
704,Goomy,goomy,6,Kalos,dragon,,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-6-kalos/0704_goomy__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
705,Sliggoo,sliggoo,6,Kalos,dragon,,1,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-6-kalos/0705_sliggoo__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
706,Goodra,goodra,6,Kalos,dragon,,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-6-kalos/0706_goodra__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
707,Klefki,klefki,6,Kalos,steel,fairy,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-6-kalos/0707_klefki__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
708,Phantump,phantump,6,Kalos,ghost,grass,1,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-6-kalos/0708_phantump__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
709,Trevenant,trevenant,6,Kalos,ghost,grass,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-6-kalos/0709_trevenant__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
710,Pumpkaboo,pumpkaboo,6,Kalos,ghost,grass,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-6-kalos/0710_pumpkaboo__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
711,Gourgeist,gourgeist,6,Kalos,ghost,grass,3,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-6-kalos/0711_gourgeist__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
712,Bergmite,bergmite,6,Kalos,ice,,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-6-kalos/0712_bergmite__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
713,Avalugg,avalugg,6,Kalos,ice,,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-6-kalos/0713_avalugg__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
714,Noibat,noibat,6,Kalos,flying,dragon,1,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-6-kalos/0714_noibat__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
715,Noivern,noivern,6,Kalos,flying,dragon,3,Brave Bird,flying,type-preferred:flying,pokemon-sfx-by-species/gen-6-kalos/0715_noivern__brave-bird.ogg,2846,attack-move-sfx-compressed/flying/brave-bird.ogg
716,Xerneas,xerneas,6,Kalos,fairy,,4,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-6-kalos/0716_xerneas__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
717,Yveltal,yveltal,6,Kalos,dark,flying,4,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-6-kalos/0717_yveltal__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
718,Zygarde,zygarde,6,Kalos,dragon,ground,4,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-6-kalos/0718_zygarde__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
719,Diancie,diancie,6,Kalos,rock,fairy,4,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-6-kalos/0719_diancie__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
720,Hoopa,hoopa,6,Kalos,psychic,ghost,4,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-6-kalos/0720_hoopa__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
721,Volcanion,volcanion,6,Kalos,fire,water,4,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-6-kalos/0721_volcanion__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
722,Rowlet,rowlet,7,Alola,grass,flying,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-7-alola/0722_rowlet__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
723,Dartrix,dartrix,7,Alola,grass,flying,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-7-alola/0723_dartrix__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
724,Decidueye,decidueye,7,Alola,grass,ghost,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-7-alola/0724_decidueye__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
725,Litten,litten,7,Alola,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-7-alola/0725_litten__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
726,Torracat,torracat,7,Alola,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-7-alola/0726_torracat__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
727,Incineroar,incineroar,7,Alola,fire,dark,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-7-alola/0727_incineroar__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
728,Popplio,popplio,7,Alola,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-7-alola/0728_popplio__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
729,Brionne,brionne,7,Alola,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-7-alola/0729_brionne__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
730,Primarina,primarina,7,Alola,water,fairy,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-7-alola/0730_primarina__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
731,Pikipek,pikipek,7,Alola,normal,flying,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-7-alola/0731_pikipek__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
732,Trumbeak,trumbeak,7,Alola,normal,flying,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-7-alola/0732_trumbeak__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
733,Toucannon,toucannon,7,Alola,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-7-alola/0733_toucannon__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
734,Yungoos,yungoos,7,Alola,normal,,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-7-alola/0734_yungoos__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
735,Gumshoos,gumshoos,7,Alola,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-7-alola/0735_gumshoos__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
736,Grubbin,grubbin,7,Alola,bug,,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-7-alola/0736_grubbin__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
737,Charjabug,charjabug,7,Alola,bug,electric,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-7-alola/0737_charjabug__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
738,Vikavolt,vikavolt,7,Alola,bug,electric,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-7-alola/0738_vikavolt__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
739,Crabrawler,crabrawler,7,Alola,fighting,,2,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-7-alola/0739_crabrawler__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
740,Crabominable,crabominable,7,Alola,fighting,ice,3,Close Combat,fighting,type-preferred:fighting,pokemon-sfx-by-species/gen-7-alola/0740_crabominable__close-combat.ogg,2821,attack-move-sfx-compressed/fighting/close-combat.ogg
741,Oricorio,oricorio,7,Alola,fire,flying,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-7-alola/0741_oricorio__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
742,Cutiefly,cutiefly,7,Alola,bug,fairy,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-7-alola/0742_cutiefly__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
743,Ribombee,ribombee,7,Alola,bug,fairy,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-7-alola/0743_ribombee__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
